time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-04-20T16:40:19.250Z,14.2105,145.3059,119.27,4.8,mb,,67,0.749,0.6,us,us200027tb,2015-04-21T00:42:52.796Z,"12km ENE of Rota, Northern Mariana Islands",earthquake
2015-04-20T16:04:28.540Z,27.971,52.4523,10,4.5,mb,,62,4.515,0.57,us,us200027t3,2015-04-21T00:07:05.229Z,"97km S of Firuzabad, Iran",earthquake
2015-04-20T13:48:23.870Z,-17.8428,-178.5955,548.43,4.6,mb,,69,3.194,0.83,us,us200027sg,2015-04-20T21:50:57.785Z,"266km SE of Lambasa, Fiji",earthquake
2015-04-20T13:03:25.170Z,-11.417,161.9176,55.86,4.7,mb,,94,11.446,0.77,us,us200027sd,2015-04-20T21:06:09.723Z,"106km S of Kirakira, Solomon Islands",earthquake
2015-04-20T12:00:00.300Z,24.0662,122.5121,29,6.1,mww,,30,0.605,0.85,us,us200027ru,2015-04-22T01:43:28.580Z,"66km SW of Yonakuni, Japan",earthquake
2015-04-20T11:45:13.470Z,24.0682,122.4616,29,6,mww,,12,0.639,0.76,us,us200027rt,2015-04-21T01:56:22.000Z,"70km SW of Yonakuni, Japan",earthquake
2015-04-20T11:20:46.880Z,23.6234,121.633,34.22,5.2,mb,,48,0.384,0.83,us,us200027rr,2015-04-20T17:02:30.921Z,"39km S of Hualian, Taiwan",earthquake
2015-04-20T09:05:31.720Z,-5.7174,102.485,10,5.6,mwb,,40,1.427,1.48,us,us200027rc,2015-04-20T22:56:20.000Z,"160km WSW of Kuripan, Indonesia",earthquake
2015-04-20T07:11:40.940Z,10.7952,-62.3575,83.41,4.7,mb,,94,1.497,0.73,us,us200027r0,2015-04-20T21:52:43.366Z,"24km NNW of Gueiria, Venezuela",earthquake
2015-04-20T03:24:31.520Z,-23.4867,179.9898,532.85,4.5,mb,,104,5.993,1.04,us,us200029tf,2015-04-30T05:03:15.937Z,"South of the Fiji Islands",earthquake
2015-04-20T02:04:20.540Z,-5.5754,146.3165,59.54,4.6,mb,,69,3.895,1.02,us,us200029tc,2015-04-29T04:28:11.471Z,"69km SE of Madang, Papua New Guinea",earthquake
2015-04-20T01:49:12.000Z,24.1099,122.4875,38.6,5.2,mb,,87,0.595,1,us,us200028h7,2015-04-29T03:54:24.553Z,"65km SW of Yonakuni, Japan",earthquake
2015-04-20T01:42:58.380Z,24.2016,122.317,29,6.4,mww,,11,0.66,1.26,us,us200027ps,2015-04-29T03:49:32.793Z,"64km SE of Su'ao, Taiwan",earthquake
2015-04-19T22:33:22.940Z,27.2458,130.4823,10,4.6,mb,,67,1.567,1.3,us,us200027p9,2015-04-20T06:35:59.739Z,"158km SE of Naze, Japan",earthquake
2015-04-19T22:02:20.920Z,38.5859,-29.1593,9.52,4.6,mb,,91,0.726,0.64,us,us200027p4,2015-04-20T06:04:58.411Z,"40km W of Ribeira Grande, Portugal",earthquake
2015-04-19T21:01:47.960Z,22.1463,143.8124,121.13,4.5,mb,,62,5.145,0.69,us,us200027ny,2015-04-20T05:04:22.153Z,"210km NNW of Farallon de Pajaros, Northern Mariana Islands",earthquake
2015-04-19T18:40:25.040Z,1.8787,98.9561,125.84,5.3,mb,,48,0.81,0.95,us,us200027ni,2015-04-20T02:43:04.175Z,"24km NE of Sibolga, Indonesia",earthquake
2015-04-19T15:45:55.550Z,1.3206,127.0348,132.27,4.5,mb,,111,0.638,0.65,us,us200027mv,2015-04-19T23:48:29.205Z,"69km NNW of Kota Ternate, Indonesia",earthquake
2015-04-19T12:06:38.020Z,30.5004,142.9818,20.6,5.3,mb,,107,3.463,1.26,us,us200027mf,2015-04-19T20:09:22.166Z,"Izu Islands, Japan region",earthquake
2015-04-19T05:32:14.980Z,-17.0097,66.5917,10,5.3,mb,,59,11.123,0.69,us,us200027lr,2015-04-19T13:34:44.592Z,"Mauritius - Reunion region",earthquake
2015-04-19T03:06:05.840Z,-60.3839,-24.7892,32.19,4.5,mb,,94,14.283,0.78,us,us200028v1,2015-04-29T23:23:33.285Z,"179km SSE of Bristol Island, South Sandwich Islands",earthquake
2015-04-19T02:03:16.850Z,-21.6087,-66.7373,219.01,4.5,mb,,41,2.249,1.34,us,us200027l5,2015-04-26T02:23:36.215Z,"91km SW of Atocha, Bolivia",earthquake
2015-04-18T16:46:51.360Z,36.4543,23.1691,40.08,4.8,mb,,96,1.232,1.14,us,us200027jx,2015-04-18T20:28:27.978Z,"28km SSE of Gefyra, Greece",earthquake
2015-04-18T13:36:50.860Z,37.8429,21.3813,52.3,4.5,mb,,74,0.791,0.97,us,us200027j8,2015-04-18T20:28:49.303Z,"0km SSW of Sinoikismos Khavarion, Greece",earthquake
2015-04-18T11:16:07.440Z,-34.9523,179.7679,59.36,5.4,mb,,61,2.859,1.16,us,us200027iv,2015-04-18T19:19:02.431Z,"South of the Kermadec Islands",earthquake
2015-04-18T10:04:59.820Z,1.1555,-102.6939,10,4.5,mb,,193,16.802,0.72,us,us200027iu,2015-04-18T18:07:35.831Z,"Galapagos Triple Junction region",earthquake
2015-04-18T09:34:54.340Z,31.9239,132.0296,35,4.5,mb,,85,1.406,0.71,us,us200027it,2015-04-18T17:37:33.796Z,"55km ESE of Takanabe, Japan",earthquake
2015-04-18T09:08:42.130Z,8.0616,-37.8235,10,4.9,mb,,46,13.93,0.86,us,us200027is,2015-04-18T17:11:19.787Z,"Central Mid-Atlantic Ridge",earthquake
2015-04-18T06:40:57.990Z,-9.5926,106.845,10,4.5,mb,,90,1.469,0.85,us,us200027ij,2015-04-18T14:43:26.674Z,"157km NE of Flying Fish Cove, Christmas Island",earthquake
2015-04-18T02:41:04.410Z,-30.122,-178.4678,144.35,4.9,mb,,63,0.991,1.11,us,us200027hv,2015-04-25T04:52:49.153Z,"109km SSW of Raoul Island, New Zealand",earthquake
2015-04-17T23:23:32.690Z,-13.8457,-173.9084,10,4.6,mb,,120,2.07,0.44,us,us200028lj,2015-05-01T22:57:23.110Z,"164km W of Gataivai, Samoa",earthquake
2015-04-17T21:52:52.610Z,-25.3143,-176.1004,35,4.9,mb,,55,4.239,1.43,us,us200027gb,2015-04-26T03:40:05.015Z,"South of the Fiji Islands",earthquake
2015-04-17T16:53:36.190Z,-61.0894,-23.3297,35,4.9,mb,,93,9.791,0.57,us,us200027dc,2015-04-18T00:56:17.294Z,"289km SE of Bristol Island, South Sandwich Islands",earthquake
2015-04-17T16:39:42.220Z,34.9529,26.6965,27.77,4.5,mb,,144,0.704,1.22,us,us200027d6,2015-04-18T00:42:25.252Z,"49km SE of Palaikastron, Greece",earthquake
2015-04-17T15:52:51.650Z,-15.9073,-178.5848,10,6.5,mww,,55,3.702,1.36,us,us200027c2,2015-04-19T21:56:20.000Z,"183km SSW of Sigave, Wallis and Futuna",earthquake
2015-04-17T09:19:31.810Z,-15.949,-178.8575,10,4.7,mb,,106,3.455,0.82,us,us2000278t,2015-04-17T17:22:03.030Z,"195km ENE of Lambasa, Fiji",earthquake
2015-04-17T02:05:40.320Z,35.0554,26.7357,15.32,5.3,mww,,49,0.601,0.71,us,us2000277l,2015-04-25T03:51:09.748Z,"47km ESE of Palaikastron, Greece",earthquake
2015-04-17T01:51:33.700Z,25.0365,128.8538,10,5.2,mb,,53,1.866,0.76,us,us2000277h,2015-04-23T23:49:01.681Z,"169km SE of Itoman, Japan",earthquake
2015-04-16T23:36:49.540Z,-28.9967,-72.7717,35,4.8,mb,,132,1.688,1.11,us,us2000276u,2015-04-27T21:48:44.961Z,"174km NW of Coquimbo, Chile",earthquake
2015-04-16T23:27:24.570Z,-59.784,-27.6085,153.14,4.8,mb,,82,15.498,0.93,us,us2000276t,2015-04-27T05:04:04.225Z,"104km SW of Bristol Island, South Sandwich Islands",earthquake
2015-04-16T22:05:49.650Z,26.7924,92.7714,35,4.8,mb,,48,1.471,0.64,us,us20002763,2015-04-27T04:48:12.114Z,"12km ESE of Rangapara, India",earthquake
2015-04-16T20:36:25.420Z,30.3982,142.8349,28.55,4.6,mb,,75,3.339,0.7,us,us2000274l,2015-04-17T04:39:02.840Z,"Izu Islands, Japan region",earthquake
2015-04-16T19:02:12.260Z,35.1096,26.8807,10,5,mb,,51,0.493,0.92,us,us20002732,2015-04-17T03:04:40.454Z,"53km SW of Karpathos, Greece",earthquake
2015-04-16T18:52:36.770Z,35.0558,26.8112,23.6,4.8,mb,,110,0.567,0.9,us,us2000272w,2015-04-17T02:55:18.492Z,"53km ESE of Palaikastron, Greece",earthquake
2015-04-16T18:07:42.950Z,35.1369,26.8216,20,6,mww,,25,0.494,0.76,us,us2000272b,2015-04-20T15:17:15.152Z,"52km E of Palaikastron, Greece",earthquake
2015-04-16T18:05:55.110Z,-24.1546,-66.8331,175,4.9,mb,,55,2.449,0.87,us,us20002729,2015-04-17T02:08:36.142Z,"52km W of San Antonio de los Cobres, Argentina",earthquake
2015-04-16T07:38:50.250Z,36.6368,140.9916,46.35,4.5,mb,,146,0.762,1.33,us,us200026xe,2015-04-16T19:05:51.679Z,"26km ESE of Takahagi, Japan",earthquake
2015-04-16T02:24:15.730Z,10.8133,-62.3943,83.52,5.1,mb,,32,1.498,0.6,us,us200026w5,2015-04-30T01:55:04.453Z,"28km NNW of Gueiria, Venezuela",earthquake
2015-04-15T20:16:50.650Z,38.3894,142.1643,48.69,4.5,mb,,136,1.202,1.37,us,us200026t8,2015-04-15T21:28:24.307Z,"75km E of Ishinomaki, Japan",earthquake
2015-04-15T19:55:00.460Z,39.3247,143.6016,10,5.2,mb,,94,2.639,1.13,us,us200026su,2015-04-15T20:55:19.226Z,"143km E of Yamada, Japan",earthquake
2015-04-15T19:48:36.070Z,22.7137,121.3795,28.64,4.5,mb,,92,0.295,1,us,us200026st,2015-04-16T03:51:11.060Z,"24km ESE of Taitung City, Taiwan",earthquake
2015-04-15T16:57:03.310Z,38.9673,15.3841,253.38,4.5,mb,,35,0.811,0.75,us,us200026r2,2015-04-29T01:26:20.086Z,"54km NW of Tropea, Italy",earthquake
2015-04-15T11:11:49.140Z,48.1751,153.7496,101.12,4.7,mb,,134,5.54,0.6,us,us200026nc,2015-04-15T19:14:30.026Z,"Kuril Islands",earthquake
2015-04-15T10:22:08.140Z,-3.8483,151.6834,10,5.2,mb,,89,0.587,0.77,us,us200026n9,2015-04-15T18:24:49.283Z,"66km NW of Rabaul, Papua New Guinea",earthquake
2015-04-15T08:25:12.410Z,34.8637,32.31,10,5.5,mb,,52,0.844,1.31,us,us200026mv,2015-04-30T04:08:22.353Z,"7km WSW of Peyia, Cyprus",earthquake
2015-04-15T07:39:27.610Z,39.736,106.4254,10,5.3,mb,,52,8.096,1.01,us,us200026mr,2015-04-16T02:06:04.040Z,"34km WNW of Wuhai, China",earthquake
2015-04-15T07:08:37.440Z,35.4686,104.0214,10.32,4.5,mb,,123,12.482,0.46,us,us200026mm,2015-04-16T03:42:15.977Z,"44km N of Yangzhuang, China",earthquake
2015-04-15T06:59:16.760Z,-14.5568,-76.244,10,4.9,mb,,150,2.619,0.82,us,us200026ml,2015-04-15T15:01:44.214Z,"70km SW of Santiago, Peru",earthquake
2015-04-15T04:45:01.440Z,-6.3723,148.3882,70.64,4.8,mb,,67,3.249,0.36,us,us200026m3,2015-04-28T01:15:49.750Z,"62km ENE of Finschhafen, Papua New Guinea",earthquake
2015-04-15T04:09:37.080Z,-7.5251,127.5928,168.23,4.5,mb,,68,3.965,0.92,us,us20002844,2015-04-27T23:53:51.227Z,"250km ENE of Dili, East Timor",earthquake
2015-04-15T03:56:37.330Z,3.4075,125.7052,162.82,4.6,mb,,129,3.1,0.61,us,us2000284i,2015-04-27T23:44:58.402Z,"222km S of Sarangani, Philippines",earthquake
2015-04-14T23:41:29.450Z,-7.3778,128.6865,133.73,5,mb,,30,2.657,0.97,us,us200026l4,2015-04-28T05:13:10.955Z,"297km WNW of Saumlaki, Indonesia",earthquake
2015-04-14T19:41:28.380Z,48.0474,152.5558,152.29,4.6,mb,,130,6.032,0.76,us,us200026i7,2015-04-16T15:52:02.086Z,"286km ESE of Vostok, Russia",earthquake
2015-04-14T13:25:35.770Z,-25.1015,179.6286,494.35,4.6,mb,,72,7.465,0.61,us,us200026ek,2015-04-14T21:28:23.570Z,"South of the Fiji Islands",earthquake
2015-04-14T13:04:27.280Z,19.2182,121.1291,28.02,4.5,mb,,97,1.776,0.87,us,us200026eh,2015-04-14T21:07:08.426Z,"67km N of Claveria, Philippines",earthquake
2015-04-14T10:55:42.130Z,-5.5653,153.0848,36.73,4.8,mb,,96,1.644,0.45,us,us200026cx,2015-04-14T18:58:12.435Z,"121km S of Taron, Papua New Guinea",earthquake
2015-04-14T08:13:55.490Z,-15.1986,-173.3473,9,5.6,mwb,,32,5.055,0.73,us,us200026cn,2015-04-28T13:25:02.252Z,"93km NNE of Hihifo, Tonga",earthquake
2015-04-14T08:00:00.870Z,34.3814,26.5611,12.45,4.8,mb,,115,1.263,0.76,us,us200026cm,2015-04-28T10:54:18.587Z,"91km SE of Makry Gialos, Greece",earthquake
2015-04-14T07:38:54.520Z,-61.1058,-36.165,10,5.1,mb,,92,6.844,0.59,us,us200026cj,2015-04-28T10:31:31.056Z,"Scotia Sea",earthquake
2015-04-14T00:24:05.750Z,-38.0707,178.7636,10,4.5,mb,,252,0.623,0.68,us,us20002832,2015-04-26T03:17:58.524Z,"92km NE of Gisborne, New Zealand",earthquake
2015-04-13T22:16:20.230Z,-21.0794,-68.6264,122,5.2,mww,,27,0.805,1.24,us,us2000269j,2015-04-28T04:32:58.764Z,"156km NNE of Calama, Chile",earthquake
2015-04-13T21:40:48.530Z,-17.4652,-178.5647,551.87,4.7,mb,,78,3.238,0.96,us,us2000269c,2015-04-28T04:28:01.854Z,"247km ESE of Lambasa, Fiji",earthquake
2015-04-13T20:21:25.150Z,-40.9988,43.4661,10,4.7,mb,,53,19.351,0.45,us,us2000268l,2015-04-14T04:24:06.554Z,"Southwest Indian Ridge",earthquake
2015-04-13T18:51:03.580Z,39.7083,143.6526,10,4.9,mb,,97,2.334,1,us,us2000267d,2015-04-14T02:53:46.807Z,"146km E of Miyako, Japan",earthquake
2015-04-13T17:13:57.420Z,23.9202,121.0817,21.91,4.5,mb,,87,0.176,1.31,us,us2000266k,2015-04-14T12:14:22.086Z,"12km ESE of Buli, Taiwan",earthquake
2015-04-13T15:05:41.390Z,1.8274,126.3541,7.89,4.7,mb,,100,1.457,0.66,us,us2000264m,2015-04-13T23:08:22.301Z,"137km ENE of Bitung, Indonesia",earthquake
2015-04-13T14:37:48.740Z,30.7719,141.6624,7.97,4.7,mb,,64,2.815,0.65,us,us2000264f,2015-04-13T22:40:44.611Z,"Izu Islands, Japan region",earthquake
2015-04-13T14:32:28.070Z,-8.5207,-80.3052,26.92,4.9,mb,,93,8.894,0.85,us,us2000264c,2015-04-14T14:37:06.587Z,"132km WSW of Santiago de Cao, Peru",earthquake
2015-04-13T13:37:35.180Z,-4.7089,153.0046,50,5.3,mwb,,22,0.983,0.54,us,us2000263s,2015-04-13T21:40:16.743Z,"26km S of Taron, Papua New Guinea",earthquake
2015-04-13T11:15:54.000Z,-0.0334,123.4196,149.95,4.5,mb,,50,1.192,0.61,us,us20002634,2015-04-26T09:15:51.209Z,"51km SSE of Bilungala, Indonesia",earthquake
2015-04-13T10:28:45.530Z,23.9825,102.9785,10,4.7,mb,,98,6.369,0.86,us,us20002630,2015-04-13T18:31:30.602Z,"10km SSW of Huaxijie, China",earthquake
2015-04-13T09:27:04.190Z,36.5886,71.3235,94.58,4.8,mb,,72,0.804,0.68,us,us2000262s,2015-04-13T17:29:34.533Z,"21km WSW of Ashkasham, Afghanistan",earthquake
2015-04-13T07:40:21.970Z,-5.8128,149.5859,142.79,4.8,mb,,93,3.031,0.91,us,us2000262f,2015-04-13T15:43:02.990Z,"44km N of Kandrian, Papua New Guinea",earthquake
2015-04-13T06:25:00.670Z,-18.0415,-17.3826,10,4.8,mb,,118,10.469,0.62,us,us20002629,2015-04-13T14:27:26.871Z,"Southern Mid-Atlantic Ridge",earthquake
2015-04-13T04:43:30.910Z,-2.254,-12.7335,10,4.7,mb,,70,5.805,1.06,us,us20002626,2015-04-28T00:20:34.428Z,"North of Ascension Island",earthquake
2015-04-13T03:53:51.250Z,17.2278,-121.8784,10,4.7,mb,,124,12.804,0.74,us,us2000261q,2015-04-27T04:07:34.773Z,"North Pacific Ocean",earthquake
2015-04-13T03:26:36.810Z,-5.7141,153.0064,33.58,4.5,mb,,91,1.73,0.82,us,us2000263t,2015-04-27T03:36:08.812Z,"137km S of Taron, Papua New Guinea",earthquake
2015-04-13T03:00:09.160Z,-40.0924,-73.6698,40,4.5,mwr,,91,1.261,1.53,us,us2000261h,2015-04-27T02:44:31.872Z,"30km SW of Corral, Chile",earthquake
2015-04-13T02:24:28.010Z,-55.3272,-28.0763,19.11,4.6,mb,,75,4.977,0.86,us,us20002829,2015-04-27T02:23:22.476Z,"162km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-04-13T01:29:16.640Z,-6.8028,128.1514,289.23,4.5,mb,,107,3.334,0.73,us,us20002820,2015-04-27T00:54:56.176Z,"Banda Sea",earthquake
2015-04-12T20:45:01.610Z,13.7245,145.4612,106.14,4.6,mb,,81,0.591,0.49,us,us200025z0,2015-04-13T09:32:48.830Z,"55km SSE of Rota, Northern Mariana Islands",earthquake
2015-04-12T19:25:01.810Z,37.1503,143.821,10.92,5.3,mwp,,86,2.514,1,us,us200025yw,2015-04-13T03:27:38.717Z,"252km E of Namie, Japan",earthquake
2015-04-12T17:35:33.240Z,-18.2761,-172.7683,32.56,4.9,mb,,93,2.808,0.98,us,us200025yc,2015-04-13T01:38:35.254Z,"134km ENE of Neiafu, Tonga",earthquake
2015-04-12T16:48:16.260Z,27.3184,52.95,10,4.9,mb,,48,3.76,0.61,us,us200025y5,2015-04-13T00:50:46.886Z,"123km WSW of Gerash, Iran",earthquake
2015-04-12T09:01:21.560Z,-15.1061,-173.5764,10,4.5,mb,,61,2.109,0.62,us,us200025x5,2015-04-24T09:23:06.905Z,"95km N of Hihifo, Tonga",earthquake
2015-04-12T07:28:11.860Z,-33.036,-67.502,173.35,4.6,mb,,48,1.791,0.8,us,us200025wp,2015-04-12T14:30:00.853Z,"90km E of San Martin, Argentina",earthquake
2015-04-12T06:55:04.220Z,-28.2827,-67.3404,116.91,4.6,mb,,68,2.145,0.78,us,us200025wk,2015-04-12T14:57:39.651Z,"32km SE of Tinogasta, Argentina",earthquake
2015-04-12T06:25:15.530Z,36.4112,138.8193,147.27,4.6,mb,,53,0.513,0.79,us,us200025wj,2015-04-12T10:55:53.860Z,"12km NW of Annaka, Japan",earthquake
2015-04-12T02:49:30.290Z,25.099,128.2968,10,4.6,mb,,84,1.729,0.91,us,us200025w9,2015-04-23T02:57:35.827Z,"129km SSE of Itoman, Japan",earthquake
2015-04-12T00:45:29.330Z,-18.5781,-174.2914,34.72,5.1,mb,,77,4.163,0.59,us,us200025vw,2015-05-01T23:04:10.231Z,"33km WNW of Neiafu, Tonga",earthquake
2015-04-11T17:18:43.860Z,-6.4989,146.9889,61.56,4.8,mb,,41,2.892,1.12,us,us200025um,2015-04-15T20:53:33.584Z,"24km N of Lae, Papua New Guinea",earthquake
2015-04-11T12:44:36.690Z,-6.7541,104.3261,35,5.1,mb,,118,3.552,0.83,us,us200025u9,2015-04-11T20:47:03.607Z,"143km W of Cangkeuteuk Sabrang, Indonesia",earthquake
2015-04-11T11:42:53.590Z,4.7817,124.9019,288.85,5.1,mb,,55,2.37,0.84,us,us200025u4,2015-04-11T19:45:38.895Z,"92km SW of Sarangani, Philippines",earthquake
2015-04-11T10:07:23.800Z,-15.681,-172.8597,10,4.6,mb,,85,4.386,0.53,us,us200025tw,2015-04-11T18:10:03.471Z,"99km ENE of Hihifo, Tonga",earthquake
2015-04-11T07:45:13.000Z,41.0966,142.8835,39.54,4.6,mb,,134,0.94,1.35,us,us200025tq,2015-04-11T15:47:56.437Z,"134km ENE of Hachinohe, Japan",earthquake
2015-04-11T05:21:10.890Z,2.0477,126.6084,66.84,4.9,mb,,98,1.476,0.93,us,us200025tb,2015-04-11T13:23:38.356Z,"159km WNW of Tobelo, Indonesia",earthquake
2015-04-11T05:00:42.210Z,2.1643,126.7328,47.02,5.3,mb,,84,1.521,1.22,us,us200025t9,2015-04-12T20:25:38.040Z,"149km WNW of Tobelo, Indonesia",earthquake
2015-04-11T04:29:02.740Z,6.3869,-73.1446,50.84,4.5,mb,,58,1.928,0.59,us,us200025t7,2015-04-23T01:45:12.635Z,"6km S of Valle de San Jose, Colombia",earthquake
2015-04-11T03:59:54.070Z,52.1037,153.101,436.29,4.7,mb,,90,2.978,0.78,us,us200025t4,2015-04-23T00:20:37.297Z,"244km WNW of Ozernovskiy, Russia",earthquake
2015-04-11T01:33:10.990Z,-14.7502,167.9102,10,4.5,mb,,163,0.972,0.99,us,us200027ax,2015-04-22T22:46:36.780Z,"98km ENE of Port-Olry, Vanuatu",earthquake
2015-04-10T22:54:50.160Z,-7.5836,127.5929,159.76,4.7,mb,,28,3.693,1.03,us,us200025sf,2015-04-24T03:34:59.981Z,"247km ENE of Dili, East Timor",earthquake
2015-04-10T22:46:58.370Z,-22.5413,-176.1277,81.05,4.6,mb,,89,6.746,1.04,us,us2000279w,2015-04-26T01:30:59.696Z,"176km SSW of Vaini, Tonga",earthquake
2015-04-10T18:59:38.790Z,40.4336,-126.1572,19.89,4.7,mwr,,199,1.535,0.86,us,us200025qi,2015-04-11T13:59:10.453Z,"161km W of Ferndale, California",earthquake
2015-04-10T16:23:04.070Z,-13.8058,65.8874,10,5.5,mb,,39,9.054,0.93,us,us200025ml,2015-04-11T00:25:38.161Z,"Mid-Indian Ridge",earthquake
2015-04-10T11:56:12.000Z,53.0368,159.6694,74.3,4.9,mb,,134,0.615,0.81,us,us200025kn,2015-04-12T03:01:04.227Z,"68km E of Petropavlovsk-Kamchatskiy, Russia",earthquake
2015-04-10T09:52:45.760Z,10.9628,125.2267,129.83,4.5,mb,,103,8.797,0.79,us,us200025kf,2015-04-10T17:55:25.549Z,"21km E of San Jose, Philippines",earthquake
2015-04-10T09:42:23.830Z,-4.5232,138.2846,35,4.7,mb,,119,6.23,1.48,us,us200025kd,2015-04-10T17:44:54.921Z,"225km ESE of Enarotali, Indonesia",earthquake
2015-04-10T09:15:21.420Z,12.9211,146.144,10,4.7,mb,,95,1.408,0.66,us,us200025kb,2015-04-10T17:17:54.753Z,"151km ESE of Yigo Mayor's Office, Guam",earthquake
2015-04-10T08:24:36.050Z,-5.65,153.2439,17.23,5.1,mb,,101,1.805,0.91,us,us200025k0,2015-04-10T16:27:18.029Z,"132km S of Taron, Papua New Guinea",earthquake
2015-04-10T06:56:26.850Z,2.5114,124.5511,291.06,4.8,mb,,61,3.302,1.25,us,us200025jn,2015-04-10T14:59:02.952Z,"117km NNW of Manado, Indonesia",earthquake
2015-04-10T06:23:13.130Z,28.2428,51.8437,10,4.7,mb,,46,5.101,1.23,us,us200025jj,2015-04-10T14:25:53.247Z,"97km SW of Firuzabad, Iran",earthquake
2015-04-10T06:10:38.920Z,-41.2313,-88.752,10,5.4,mwc,,46,12.251,0.64,us,us200025ji,2015-05-01T13:27:14.324Z,"West Chile Rise",earthquake
2015-04-10T03:53:36.200Z,-50.2273,112.532,10,4.6,mb,,144,16.133,0.99,us,us20002797,2015-04-22T02:14:42.299Z,"Southeast Indian Ridge",earthquake
2015-04-10T03:12:22.990Z,-10.4897,123.9385,44.01,4.5,mb,,65,0.798,0.75,us,us200025ir,2015-04-21T23:33:22.913Z,"52km SE of Kupang, Indonesia",earthquake
2015-04-09T22:49:42.590Z,14.0702,92.8474,27.94,5.1,mb,,19,2.401,0.61,us,us200025i0,2015-04-24T03:24:16.826Z,"262km N of Bamboo Flat, India",earthquake
2015-04-09T22:35:53.900Z,-1.9912,139.2959,35,4.6,mb,,86,1.5,0.7,us,us200025ht,2015-04-24T03:16:52.324Z,"159km WNW of Abepura, Indonesia",earthquake
2015-04-09T18:20:28.490Z,-6.7201,105.3433,35,4.9,mb,,80,9.997,0.73,us,us200025e5,2015-04-10T07:01:24.926Z,"31km W of Babakantonggoh, Indonesia",earthquake
2015-04-09T14:12:49.660Z,37.1791,71.8643,172.04,4.6,mb,,56,1.03,0.87,us,us200025cv,2015-04-09T22:15:30.869Z,"9km SSE of Roshtqal'a, Tajikistan",earthquake
2015-04-09T13:00:19.450Z,15.7668,120.9124,35.77,4.6,mb,,135,1.828,0.87,us,us200025ck,2015-04-09T19:16:55.228Z,"2km W of Magtanggol, Philippines",earthquake
2015-04-09T08:13:53.660Z,0.2081,126.2208,39.28,4.8,mb,,38,1.275,0.65,us,us200025b7,2015-05-01T12:25:29.516Z,"142km WSW of Kota Ternate, Indonesia",earthquake
2015-04-09T06:13:58.320Z,-50.4645,114.0573,10,4.9,mb,,123,15.964,0.4,us,us200025ad,2015-04-09T14:16:38.469Z,"Western Indian-Antarctic Ridge",earthquake
2015-04-09T02:07:37.660Z,51.6647,-175.3147,49.24,4.5,mb,,107,0.596,0.51,us,us2000258h,2015-04-23T03:37:43.438Z,"95km ESE of Adak, Alaska",earthquake
2015-04-08T22:42:50.470Z,1.7281,126.2561,45.77,4.7,mb,,97,1.461,0.7,us,us2000256v,2015-04-28T23:43:39.388Z,"123km ENE of Bitung, Indonesia",earthquake
2015-04-08T19:22:19.710Z,-56.0971,-24.4338,9.21,4.8,mb,,85,7.137,0.79,us,us20002537,2015-04-09T03:25:01.631Z,"183km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-04-08T18:04:39.440Z,23.3882,142.8673,9.54,5,mb,,74,3.743,0.6,us,us2000252f,2015-04-09T02:07:09.004Z,"219km SE of Iwo Jima, Japan",earthquake
2015-04-08T15:44:45.150Z,13.1967,-89.7767,29,5.4,mww,,67,0.72,1.13,us,us20002515,2015-04-23T04:33:13.992Z,"44km S of Acajutla, El Salvador",earthquake
2015-04-08T13:52:07.420Z,16.2684,-98.3727,10,4.5,mb,,197,1.3,0.79,us,us20002506,2015-04-08T21:54:47.166Z,"22km SSE of Cuajinicuilapa, Mexico",earthquake
2015-04-08T13:49:36.830Z,-6.1304,130.4016,151.08,4.6,mb,,72,2.044,0.77,us,us20002504,2015-04-08T21:52:19.844Z,"225km NNW of Saumlaki, Indonesia",earthquake
2015-04-08T10:29:52.280Z,-19.2734,-69.272,109.13,4.5,mb,,47,0.336,1.19,us,us200024za,2015-04-08T18:32:21.521Z,"122km SSE of Putre, Chile",earthquake
2015-04-08T09:47:16.440Z,-13.2627,-112.4561,10,4.7,mb,,111,14.1,0.72,us,us200024z8,2015-04-08T17:49:44.747Z,"Central East Pacific Rise",earthquake
2015-04-08T08:20:45.850Z,-7.3032,129.7827,112.2,4.6,mb,,48,1.647,1.15,us,us200024yk,2015-04-08T16:23:15.664Z,"183km WNW of Saumlaki, Indonesia",earthquake
2015-04-08T05:56:08.970Z,-6.721,129.8509,181.93,4.6,mb,,153,1.906,1.19,us,us200024y8,2015-04-08T13:58:48.258Z,"211km NW of Saumlaki, Indonesia",earthquake
2015-04-08T03:42:12.720Z,-8.908,-109.0432,10,5.1,mb,,51,18.124,0.27,us,us200024xr,2015-04-20T03:48:26.056Z,"Central East Pacific Rise",earthquake
2015-04-08T03:27:02.020Z,9.593,57.7045,10,4.5,mb,,149,4.665,0.68,us,us200024xp,2015-04-20T03:05:18.463Z,"Carlsberg Ridge",earthquake
2015-04-08T03:14:36.480Z,-4.4912,137.7331,57.61,4.5,mb,,116,5.691,1.3,us,us200024xk,2015-04-20T02:29:13.859Z,"166km ESE of Enarotali, Indonesia",earthquake
